date,daily_cases,Country
"April 11, 2020","['134', '134']",AR
"April 10, 2020",['80'],AR
"April 9, 2020","['87', '87']",AR
"April 8, 2020",['74'],AR
"April 7, 2020","['103', '103']",AR
"April 6, 2020",['98'],AR
"April 5, 2020","['88', '88']",AR
"April 4, 2020",['132'],AR
"April 3, 2020","['79', '79']",AR
"April 2, 2020",['88'],AR
"April 1, 2020","['146', '146']",AR
"March 31, 2020",['75'],AR
"March 30, 2020","['55', '55']",AR
"March 29, 2020",['101'],AR
"March 28, 2020","['87', '87']",AR
"March 27, 2020",['0'],AR
"March 26, 2020","['201', '201']",AR
"March 25, 2020",['0'],AR
"March 24, 2020",['76'],AR
"March 23, 2020","['67', '67']",AR
"March 22, 2020",['0'],AR
"March 21, 2020","['30', '30']",AR
"March 20, 2020",['27'],AR
"March 19, 2020","['0', '0']",AR
"March 18, 2020",['32'],AR
"March 17, 2020","['9', '9']",AR
"March 16, 2020",['11'],AR
"March 15, 2020","['0', '0']",AR
"March 14, 2020",['14'],AR
"March 13, 2020","['12', '12']",AR
"March 12, 2020",['2'],AR
"March 11, 2020","['5', '5']",AR
"March 10, 2020",['0'],AR
"March 9, 2020","['0', '0']",AR
"March 8, 2020",['3'],AR
"March 7, 2020","['7', '7']",AR
"March 6, 2020",['1'],AR
"March 5, 2020",['0'],AR
"March 4, 2020","['0', '0']",AR
"March 3, 2020",['5'],AR
"March 2, 2020","['0', '0']",AR
"March 1, 2020",['0'],AR
"February 29, 2020","['0', '0']",AR
"February 28, 2020",['0'],AR
"February 27, 2020","['0', '0']",AR
"February 26, 2020",['0'],AR
"February 25, 2020","['0', '0']",AR
"February 24, 2020",['0'],AR
"February 23, 2020","['0', '0']",AR
"February 22, 2020",['0'],AR
"February 21, 2020","['0', '0']",AR
"February 20, 2020",['0'],AR
"February 19, 2020","['0', '0']",AR
"February 18, 2020",['0'],AR
"February 17, 2020","['0', '0']",AR
"February 16, 2020",['0'],AR
"February 15, 2020",['0'],AR
"February 14, 2020","['0', '0']",AR
"February 13, 2020",['0'],AR
"February 12, 2020","['0', '0']",AR
"February 11, 2020",['0'],AR
"February 10, 2020","['0', '0']",AR
"February 9, 2020",['0'],AR
"February 8, 2020","['0', '0']",AR
"February 7, 2020",['0'],AR
"February 6, 2020","['0', '0']",AR
"February 5, 2020",['0'],AR
"February 4, 2020","['0', '0']",AR
"February 3, 2020",['0'],AR
"February 2, 2020","['0', '0']",AR
"February 1, 2020",['0'],AR
"January 31, 2020","['0', '0']",AR
"January 30, 2020",['0'],AR
"January 29, 2020","['0', '0']",AR
"January 28, 2020",['0'],AR
"January 27, 2020",['0'],AR
"January 26, 2020","['0', '0']",AR
"January 25, 2020",['0'],AR
"January 24, 2020","['0', '0']",AR
"January 23, 2020",['0'],AR
"January 22, 2020","['0', '0']",AR
"January 21, 2020",['0'],AR
"January 20, 2020","['0', '0']",AR
"January 19, 2020",['0'],AR
"January 18, 2020","['0', '0']",AR
"January 17, 2020",['0'],AR
"January 16, 2020","['0', '0']",AR
"January 15, 2020",['0'],AR
"January 14, 2020","['0', '0']",AR
"January 13, 2020",['0'],AR
"January 12, 2020","['0', '0']",AR
"January 11, 2020",['0'],AR
"January 10, 2020","['0', '0']",AR
"January 9, 2020",['0'],AR
"January 8, 2020",['0'],AR
"January 7, 2020","['0', '0']",AR
"January 6, 2020",['0'],AR
"January 5, 2020","['0', '0']",AR
"January 4, 2020",['0'],AR
"February 18, 2021",['6'],AU
"February 17, 2021",['5'],AU
"February 16, 2021","['2', '2']",AU
"February 15, 2021",['6'],AU
"February 14, 2021","['6', '6']",AU
"February 13, 2021",['7'],AU
"February 12, 2021","['8', '8']",AU
"February 11, 2021",['11'],AU
"February 10, 2021","['3', '3']",AU
"February 9, 2021",['7'],AU
"February 8, 2021","['2', '2']",AU
"February 7, 2021",['6'],AU
"February 6, 2021",['4'],AU
"February 5, 2021","['9', '9']",AU
"February 4, 2021",['5'],AU
"February 3, 2021","['6', '6']",AU
"February 2, 2021",['7'],AU
"February 1, 2021","['5', '5']",AU
"January 31, 2021",['6'],AU
"January 30, 2021","['6', '6']",AU
"January 29, 2021",['8'],AU
"January 28, 2021","['6', '6']",AU
"January 27, 2021",['3'],AU
"January 26, 2021","['11', '11']",AU
"January 25, 2021",['5'],AU
"January 24, 2021","['6', '6']",AU
"January 23, 2021",['5'],AU
"January 22, 2021","['10', '10']",AU
"January 21, 2021",['10'],AU
"January 20, 2021","['9', '9']",AU
"January 19, 2021",['13'],AU
"January 18, 2021",['19'],AU
"January 17, 2021","['20', '20']",AU
"January 16, 2021",['11'],AU
"January 15, 2021","['8', '8']",AU
"January 14, 2021",['16'],AU
"January 13, 2021","['20', '20']",AU
"January 12, 2021",['19'],AU
"January 11, 2021","['13', '13']",AU
"January 10, 2021",['11'],AU
"January 9, 2021","['24', '24']",AU
"January 8, 2021",['11'],AU
"January 7, 2021","['17', '17']",AU
"January 6, 2021",['15'],AU
"January 5, 2021","['21', '21']",AU
"January 4, 2021",['21'],AU
"January 3, 2021","['35', '35']",AU
"January 2, 2021",['19'],AU
"January 1, 2021","['27', '27']",AU
"December 31, 2020",['31'],AU
"December 30, 2020",['13'],AU
"December 29, 2020","['25', '25']",AU
"December 28, 2020",['16'],AU
"December 27, 2020","['34', '34']",AU
"December 26, 2020",['0'],AU
"December 25, 2020","['24', '24']",AU
"December 24, 2020",['19'],AU
"December 23, 2020","['21', '21']",AU
"December 22, 2020",['27'],AU
"December 21, 2020","['43', '43']",AU
"December 20, 2020",['34'],AU
"December 19, 2020","['22', '22']",AU
"December 18, 2020",['13'],AU
"December 17, 2020","['12', '12']",AU
"December 16, 2020",['8'],AU
"December 15, 2020","['8', '8']",AU
"December 14, 2020",['6'],AU
"December 13, 2020","['13', '13']",AU
"December 12, 2020",['12'],AU
"December 11, 2020",['7'],AU
"December 10, 2020","['6', '6']",AU
"December 9, 2020",['15'],AU
"December 8, 2020","['7', '7']",AU
"December 7, 2020",['9'],AU
"December 6, 2020","['7', '7']",AU
"December 5, 2020",['10'],AU
"December 4, 2020","['16', '16']",AU
"December 3, 2020",['11'],AU
"December 2, 2020","['8', '8']",AU
"December 1, 2020",['11'],AU
"November 30, 2020","['8', '8']",AU
"November 29, 2020",['11'],AU
"November 28, 2020","['7', '7']",AU
"November 27, 2020",['13'],AU
"November 26, 2020","['6', '6']",AU
"November 25, 2020",['13'],AU
"November 24, 2020","['14', '14']",AU
"November 23, 2020",['14'],AU
"November 22, 2020",['18'],AU
"November 21, 2020","['5', '5']",AU
"November 20, 2020",['7'],AU
"November 19, 2020","['21', '21']",AU
"November 18, 2020",['6'],AU
"November 17, 2020","['25', '25']",AU
"November 16, 2020",['14'],AU
"November 15, 2020","['8', '8']",AU
"November 14, 2020",['5'],AU
"November 13, 2020","['12', '12']",AU
"November 12, 2020",['8'],AU
"November 11, 2020","['10', '10']",AU
"November 10, 2020",['10'],AU
"November 9, 2020","['6', '6']",AU
"November 8, 2020",['7'],AU
"November 7, 2020","['12', '12']",AU
"November 6, 2020",['11'],AU
"November 5, 2020",['12'],AU
"November 4, 2020","['8', '8']",AU
"November 3, 2020",['7'],AU
"November 2, 2020","['5', '5']",AU
"November 1, 2020",['8'],AU
"October 31, 2020","['13', '13']",AU
"October 30, 2020",['15'],AU
"October 29, 2020","['13', '13']",AU
"October 28, 2020",['14'],AU
"October 27, 2020","['7', '7']",AU
"October 26, 2020",['21'],AU
"October 25, 2020","['15', '15']",AU
"October 24, 2020",['18'],AU
"October 23, 2020","['22', '22']",AU
"October 22, 2020",['14'],AU
"October 21, 2020","['31', '31']",AU
"October 20, 2020",['9'],AU
"October 19, 2020","['7', '7']",AU
"October 18, 2020",['12'],AU
"October 17, 2020",['9'],AU
"October 16, 2020","['21', '21']",AU
"October 15, 2020",['24'],AU
"October 14, 2020","['31', '31']",AU
"October 13, 2020",['22'],AU
"October 12, 2020","['20', '20']",AU
"October 11, 2020",['15'],AU
"October 10, 2020","['23', '23']",AU
"October 9, 2020",['24'],AU
"October 8, 2020","['8', '8']",AU
"October 7, 2020",['25'],AU
"October 6, 2020","['13', '13']",AU
"October 5, 2020",['15'],AU
"October 4, 2020","['8', '8']",AU
"October 3, 2020",['17'],AU
"October 2, 2020","['18', '18']",AU
"October 1, 2020",['15'],AU
"September 30, 2020","['19', '19']",AU
"September 29, 2020",['4'],AU
"September 28, 2020",['24'],AU
"September 27, 2020","['16', '16']",AU
"September 26, 2020",['17'],AU
"September 25, 2020","['10', '10']",AU
"September 24, 2020",['31'],AU
"September 23, 2020","['30', '30']",AU
"September 22, 2020",['14'],AU
"September 21, 2020","['13', '13']",AU
"September 20, 2020",['24'],AU
"September 19, 2020","['48', '48']",AU
"September 18, 2020",['34'],AU
"September 17, 2020","['41', '41']",AU
"September 16, 2020",['46'],AU
"September 15, 2020","['41', '41']",AU
"September 14, 2020",['44'],AU
"September 13, 2020","['42', '42']",AU
"September 12, 2020",['52'],AU
"September 11, 2020","['48', '48']",AU
"September 10, 2020",['91'],AU
"September 9, 2020",['52'],AU
"September 8, 2020","['43', '43']",AU
"September 7, 2020",['72'],AU
"September 6, 2020","['71', '71']",AU
"September 5, 2020",['87'],AU
"September 4, 2020","['126', '126']",AU
"September 3, 2020",['104'],AU
"September 2, 2020","['73', '73']",AU
"September 1, 2020",['76'],AU
"August 31, 2020","['123', '123']",AU
"August 30, 2020",['99'],AU
"August 29, 2020","['126', '126']",AU
"August 28, 2020",['117'],AU
"August 27, 2020","['152', '152']",AU
"August 26, 2020",['137'],AU
"August 25, 2020","['104', '104']",AU
"August 24, 2020",['210'],AU
"August 23, 2020","['195', '195']",AU
"August 22, 2020",['171'],AU
"August 21, 2020",['243'],AU
"August 20, 2020","['220', '220']",AU
"August 19, 2020",['214'],AU
"August 18, 2020","['271', '271']",AU
"August 17, 2020",['253'],AU
"August 16, 2020","['292', '292']",AU
"August 15, 2020",['385'],AU
"August 14, 2020","['231', '231']",AU
"August 13, 2020",['414'],AU
"August 12, 2020","['316', '316']",AU
"August 11, 2020",['313'],AU
"August 10, 2020","['386', '386']",AU
"August 9, 2020",['426'],AU
"August 8, 2020","['410', '410']",AU
"August 7, 2020",['418'],AU
"August 6, 2020","['715', '715']",AU
"August 5, 2020",['411'],AU
"August 4, 2020","['395', '395']",AU
"August 3, 2020",['641'],AU
"August 2, 2020",['377'],AU
"August 1, 2020","['602', '602']",AU
"July 31, 2020",['721'],AU
"July 30, 2020","['278', '278']",AU
"July 29, 2020",['369'],AU
"July 28, 2020","['532', '532']",AU
"July 27, 2020",['453'],AU
"July 26, 2020","['355', '355']",AU
"July 25, 2020",['289'],AU
"July 24, 2020","['410', '410']",AU
"July 23, 2020",['468'],AU
"July 22, 2020","['359', '359']",AU
"July 21, 2020",['267'],AU
"July 20, 2020","['361', '361']",AU
"July 19, 2020",['206'],AU
"July 18, 2020","['425', '425']",AU
"July 17, 2020",['315'],AU
"July 16, 2020","['244', '244']",AU
"July 15, 2020",['271'],AU
"July 14, 2020",['183'],AU
"July 13, 2020","['244', '244']",AU
"July 12, 2020",['194'],AU
"July 11, 2020","['300', '300']",AU
"July 10, 2020",['173'],AU
"July 9, 2020","['131', '131']",AU
"July 8, 2020",['169'],AU
"July 7, 2020","['137', '137']",AU
"July 6, 2020",['87'],AU
"July 5, 2020","['107', '107']",AU
"July 4, 2020",['254'],AU
"July 3, 2020","['81', '81']",AU
"July 2, 2020",['86'],AU
"July 1, 2020","['67', '67']",AU
"June 30, 2020",['81'],AU
"June 29, 2020","['45', '45']",AU
"June 28, 2020",['46'],AU
"June 27, 2020","['37', '37']",AU
"June 26, 2020",['37'],AU
"June 25, 2020",['29'],AU
"June 24, 2020","['18', '18']",AU
"June 23, 2020",['13'],AU
"June 22, 2020","['25', '25']",AU
"June 21, 2020",['27'],AU
"June 20, 2020","['18', '18']",AU
"June 19, 2020",['21'],AU
"June 18, 2020","['23', '23']",AU
"June 17, 2020",['12'],AU
"June 16, 2020","['15', '15']",AU
"June 15, 2020",['18'],AU
"June 14, 2020","['12', '12']",AU
"June 13, 2020",['5'],AU
"June 12, 2020","['18', '18']",AU
"June 11, 2020",['0'],AU
"June 10, 2020","['2', '2']",AU
"June 9, 2020",['5'],AU
"June 8, 2020","['5', '5']",AU
"June 7, 2020",['4'],AU
"June 6, 2020",['11'],AU
"June 5, 2020","['11', '11']",AU
"June 4, 2020",['8'],AU
"June 3, 2020","['17', '17']",AU
"June 2, 2020",['9'],AU
"June 1, 2020","['10', '10']",AU
"May 31, 2020",['12'],AU
"May 30, 2020","['23', '23']",AU
"May 29, 2020",['11'],AU
"May 28, 2020","['6', '6']",AU
"May 27, 2020",['15'],AU
"May 26, 2020","['9', '9']",AU
"May 25, 2020",['3'],AU
"May 24, 2020","['11', '11']",AU
"May 23, 2020",['14'],AU
"May 22, 2020","['2', '2']",AU
"May 21, 2020",['11'],AU
"May 20, 2020",['8'],AU
"May 19, 2020","['15', '15']",AU
"May 18, 2020",['9'],AU
"May 17, 2020","['17', '17']",AU
"May 16, 2020",['30'],AU
"May 15, 2020","['14', '14']",AU
"May 14, 2020",['11'],AU
"May 13, 2020","['16', '16']",AU
"May 12, 2020",['7'],AU
"May 11, 2020","['12', '12']",AU
"May 10, 2020",['15'],AU
"May 9, 2020","['18', '18']",AU
"May 8, 2020",['21'],AU
"May 7, 2020","['26', '26']",AU
"May 6, 2020",['24'],AU
"May 5, 2020","['24', '24']",AU
"May 4, 2020",['18'],AU
"May 3, 2020","['16', '16']",AU
"May 2, 2020",['5'],AU
"May 1, 2020",['16'],AU
"April 30, 2020","['8', '8']",AU
"April 29, 2020",['13'],AU
"April 28, 2020","['12', '12']",AU
"April 27, 2020",['10'],AU
"April 26, 2020","['16', '16']",AU
"April 25, 2020",['20'],AU
"April 24, 2020","['6', '6']",AU
"April 23, 2020",['14'],AU
"April 22, 2020","['22', '22']",AU
"April 21, 2020",['13'],AU
"April 20, 2020","['6', '6']",AU
"April 19, 2020",['73'],AU
"April 18, 2020","['65', '65']",AU
"April 17, 2020",['10'],AU
"April 16, 2020","['42', '42']",AU
"April 15, 2020",['50'],AU
"April 14, 2020","['44', '44']",AU
"April 13, 2020",['9'],AU
"April 12, 2020",['24'],AU
"April 11, 2020","['137', '137']",AU
"April 10, 2020",['100'],AU
"April 9, 2020","['96', '96']",AU
"April 8, 2020",['112'],AU
"April 7, 2020","['49', '49']",AU
"April 6, 2020",['160'],AU
"April 5, 2020","['181', '181']",AU
"April 4, 2020",['104'],AU
"April 3, 2020","['374', '374']",AU
"April 2, 2020",['116'],AU
"April 1, 2020","['303', '303']",AU
"March 31, 2020",['312'],AU
"March 30, 2020","['279', '279']",AU
"March 29, 2020",['331'],AU
"March 28, 2020","['650', '650']",AU
"March 27, 2020",['186'],AU
"March 26, 2020","['376', '376']",AU
"March 25, 2020",['287'],AU
"March 24, 2020",['427'],AU
"March 23, 2020","['611', '611']",AU
"March 22, 2020",['17'],AU
"March 21, 2020","['208', '208']",AU
"March 20, 2020",['164'],AU
"March 19, 2020","['195', '195']",AU
"March 18, 2020",['96'],AU
"March 17, 2020","['78', '78']",AU
"March 16, 2020",['38'],AU
"March 15, 2020","['101', '101']",AU
"March 14, 2020",['8'],AU
"March 13, 2020","['49', '49']",AU
"March 12, 2020",['18'],AU
"March 11, 2020","['30', '30']",AU
"March 10, 2020",['0'],AU
"March 9, 2020","['15', '15']",AU
"March 8, 2020",['7'],AU
"March 7, 2020","['8', '8']",AU
"March 6, 2020",['19'],AU
"March 5, 2020",['10'],AU
"March 4, 2020","['0', '0']",AU
"March 3, 2020",['0'],AU
"March 2, 2020","['6', '6']",AU
"March 1, 2020",['2'],AU
"February 29, 2020","['2', '2']",AU
"February 28, 2020",['0'],AU
"February 27, 2020","['0', '0']",AU
"February 26, 2020",['0'],AU
"February 25, 2020","['1', '1']",AU
"February 24, 2020",['0'],AU
"February 23, 2020","['1', '1']",AU
"February 22, 2020",['4'],AU
"February 21, 2020","['2', '2']",AU
"February 20, 2020",['0'],AU
"February 19, 2020","['0', '0']",AU
"February 18, 2020",['0'],AU
"February 17, 2020","['0', '0']",AU
"February 16, 2020",['0'],AU
"February 15, 2020",['0'],AU
"February 14, 2020","['0', '0']",AU
"February 13, 2020",['0'],AU
"February 12, 2020","['0', '0']",AU
"February 11, 2020",['0'],AU
"February 10, 2020","['0', '0']",AU
"February 9, 2020",['0'],AU
"February 8, 2020","['0', '0']",AU
"February 7, 2020",['0'],AU
"February 6, 2020","['1', '1']",AU
"February 5, 2020",['1'],AU
"February 4, 2020","['1', '1']",AU
"February 3, 2020",['0'],AU
"February 2, 2020","['0', '0']",AU
"February 1, 2020",['3'],AU
"January 31, 2020","['0', '0']",AU
"January 30, 2020",['2'],AU
"January 29, 2020","['2', '2']",AU
"January 28, 2020",['0'],AU
"January 27, 2020",['1'],AU
"January 26, 2020","['1', '1']",AU
"January 25, 2020",['7'],AU
"January 24, 2020","['0', '0']",AU
"January 23, 2020",['0'],AU
"January 22, 2020","['0', '0']",AU
"January 21, 2020",['0'],AU
"January 20, 2020","['0', '0']",AU
"January 19, 2020",['0'],AU
"January 18, 2020","['0', '0']",AU
"January 17, 2020",['0'],AU
"January 16, 2020","['0', '0']",AU
"January 15, 2020",['0'],AU
"January 14, 2020","['0', '0']",AU
"January 13, 2020",['0'],AU
"January 12, 2020","['0', '0']",AU
"January 11, 2020",['0'],AU
"January 10, 2020","['0', '0']",AU
"January 9, 2020",['0'],AU
"January 8, 2020",['0'],AU
"January 7, 2020","['0', '0']",AU
"January 6, 2020",['0'],AU
"January 5, 2020","['0', '0']",AU
"January 4, 2020",['0'],AU
"February 18, 2021",['1'],BE
"February 17, 2021","['1,302']",BE
"February 16, 2021","['2,679', '2,679']",BE
"February 15, 2021",['607'],BE
"February 14, 2021","['1,116', '1,116']",BE
"February 13, 2021","['1,947']",BE
"February 12, 2021","['1,981', '1,981']",BE
"February 11, 2021","['2,128']",BE
"February 10, 2021","['2,155', '2,155']",BE
"February 9, 2021","['2,608']",BE
"February 8, 2021","['601', '601']",BE
"February 7, 2021","['1,271']",BE
"February 6, 2021","['2,484']",BE
"February 5, 2021","['2,413', '2,413']",BE
"February 4, 2021","['2,414']",BE
"February 3, 2021","['2,682', '2,682']",BE
"February 2, 2021","['3,383']",BE
"February 1, 2021","['862', '862']",BE
"January 31, 2021","['1,573']",BE
"January 30, 2021","['3,029', '3,029']",BE
"January 29, 2021","['2,502']",BE
"January 28, 2021","['2,466', '2,466']",BE
"January 27, 2021","['2,725']",BE
"January 26, 2021","['3,421', '3,421']",BE
"January 25, 2021",['822'],BE
"January 24, 2021","['1,397', '1,397']",BE
"January 23, 2021","['2,579']",BE
"January 22, 2021","['2,380', '2,380']",BE
"January 21, 2021","['2,541']",BE
"January 20, 2021","['2,485', '2,485']",BE
"January 19, 2021","['3,041']",BE
"January 18, 2021",['722'],BE
"January 17, 2021","['1,176', '1,176']",BE
"January 16, 2021","['2,064']",BE
"January 15, 2021","['2,105', '2,105']",BE
"January 14, 2021","['2,217']",BE
"January 13, 2021","['2,485', '2,485']",BE
"January 12, 2021","['3,082']",BE
"January 11, 2021","['858', '858']",BE
"January 10, 2021","['1,394']",BE
"January 9, 2021","['2,015', '2,015']",BE
"January 8, 2021","['1,981']",BE
"January 7, 2021","['2,518', '2,518']",BE
"January 6, 2021","['2,823']",BE
"January 5, 2021","['3,122', '3,122']",BE
"January 4, 2021",['821'],BE
"January 3, 2021","['1,121', '1,121']",BE
"January 2, 2021",['471'],BE
"January 1, 2021","['1,721', '1,721']",BE
"December 31, 2020","['2,081']",BE
"December 30, 2020","['2,420']",BE
"December 29, 2020","['2,749', '2,749']",BE
"December 28, 2020",['558'],BE
